feature,weight
intercept,1.1000482312042559
Education,-0.07831795934643601
Income,-0.7195282891648455
Kidhome,0.103213939693461
Teenhome,0.3988841078973337
Dt_Customer,-0.3259557032993685
Recency,0.3441041455307501
